epoch: 0, best_acc: 74.27884615384616, loss: 1.0156526565551758
epoch: 1, best_acc: 74.27884615384616, loss: 1.0345227718353271
epoch: 2, best_acc: 74.27884615384616, loss: 1.1956794261932373
epoch: 3, best_acc: 74.27884615384616, loss: 1.2131775617599487
epoch: 4, best_acc: 74.27884615384616, loss: 1.220255970954895
epoch: 5, best_acc: 74.27884615384616, loss: 1.4851768016815186
epoch: 6, best_acc: 74.27884615384616, loss: 1.4036388397216797
epoch: 7, best_acc: 74.27884615384616, loss: 1.2313429117202759
epoch: 8, best_acc: 74.27884615384616, loss: 1.4152148962020874
epoch: 9, best_acc: 74.27884615384616, loss: 1.1773320436477661
epoch: 10, best_acc: 74.27884615384616, loss: 1.3404382467269897
epoch: 11, best_acc: 74.27884615384616, loss: 1.1600356101989746
epoch: 12, best_acc: 74.27884615384616, loss: 1.2088068723678589
epoch: 13, best_acc: 74.27884615384616, loss: 1.1681029796600342
epoch: 14, best_acc: 74.27884615384616, loss: 1.1471922397613525
epoch: 15, best_acc: 74.27884615384616, loss: 1.2575173377990723
epoch: 16, best_acc: 74.27884615384616, loss: 1.198278784751892
epoch: 17, best_acc: 74.27884615384616, loss: 1.2288821935653687
epoch: 18, best_acc: 74.27884615384616, loss: 1.2392808198928833
epoch: 19, best_acc: 74.27884615384616, loss: 1.1648904085159302
epoch: 20, best_acc: 74.27884615384616, loss: 1.092664122581482
epoch: 21, best_acc: 74.27884615384616, loss: 1.0682401657104492
epoch: 22, best_acc: 74.27884615384616, loss: 1.1705378293991089
epoch: 23, best_acc: 74.27884615384616, loss: 1.298658847808838
epoch: 24, best_acc: 74.27884615384616, loss: 1.3541539907455444
epoch: 25, best_acc: 74.27884615384616, loss: 1.3001004457473755
epoch: 26, best_acc: 74.27884615384616, loss: 1.2055076360702515
epoch: 27, best_acc: 74.27884615384616, loss: 1.252187967300415
epoch: 28, best_acc: 74.27884615384616, loss: 1.1297286748886108
epoch: 29, best_acc: 74.27884615384616, loss: 1.1697620153427124
epoch: 30, best_acc: 74.27884615384616, loss: 1.1725369691848755
epoch: 31, best_acc: 74.27884615384616, loss: 0.99254310131073
epoch: 32, best_acc: 74.27884615384616, loss: 1.0451735258102417
epoch: 33, best_acc: 74.27884615384616, loss: 1.1894797086715698
epoch: 34, best_acc: 74.27884615384616, loss: 1.0906752347946167
epoch: 35, best_acc: 74.27884615384616, loss: 1.2254337072372437
